clock,sample,za1,za2,za3,za4,za5,za6,za7,za8,za9,za10,za11,za12,za13,za14,za15,za16,za17,za18,za19,za20,za21,za22,za23,za24,za25,za26,za27,za28,za29,za30,za31,za32,zd1,zd2,zd3,zd4,zd5,zd6,zd7,zd8,zd9,zd10,zd11,zd12,zd13,zd14,zd15,zd16,zd17,zd18,zd19,zd20,zd21,zd22,zd23,zd24,zd25,zd26,zd27,zd28,zd29,zd30,zd31,zd32,pattern1,pattern2,pattern3,pattern4,pattern5,pattern6,pattern7,pattern8
Tue May 03 2016 19:45:21 GMT-0700 (PDT),299068,-10,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-65,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-4292,-21,-1771,-92,-299068,-88,-4,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-59,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-299068,-4290,-19,-1769,-85,-299068,-84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:23 GMT-0700 (PDT),299069,-11,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-66,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-4293,-22,-1772,-93,-299069,-89,-5,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-60,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-299069,-4291,-20,-1770,-86,-299069,-85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:24 GMT-0700 (PDT),299070,-12,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-67,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-4294,-23,-1773,-94,-299070,-90,-6,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-61,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-299070,-4292,-21,-1771,-87,-299070,-86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:26 GMT-0700 (PDT),299072,-14,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-69,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-4296,-1,-1775,-96,-299072,-92,-8,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-63,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-299072,-4294,-23,-1773,-89,-299072,-88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:27 GMT-0700 (PDT),299074,-16,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-71,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-4298,-3,-1777,-98,-299074,-94,-10,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-65,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-299074,-4296,-25,-1775,-91,-299074,-90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:28 GMT-0700 (PDT),299075,-17,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-72,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-4299,-4,-1778,-99,-299075,-95,-11,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-66,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-299075,-4297,-26,-1776,-92,-299075,-91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:30 GMT-0700 (PDT),299076,-18,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-73,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-4300,-5,-1779,-100,-299076,-96,-12,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-67,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-299076,-4298,-27,-1777,-93,-299076,-92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:31 GMT-0700 (PDT),299077,-19,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-74,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-4301,-6,-1780,-101,-299077,-97,-13,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-68,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-299077,-4299,-28,-1778,-94,-299077,-93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:32 GMT-0700 (PDT),299079,-21,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-76,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-4303,-8,-1782,-103,-299079,-99,-15,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-70,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-299079,-4301,-30,-1780,-96,-299079,-95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:33 GMT-0700 (PDT),299080,-22,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-77,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-4304,-9,-1783,-104,-299080,-100,-16,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-71,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-299080,-4302,0,-1781,-97,-299080,-96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:35 GMT-0700 (PDT),299081,-23,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-78,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-4305,-10,-1784,-105,-299081,-101,-17,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-72,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-299081,-4303,-1,-1782,-98,-299081,-97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:36 GMT-0700 (PDT),299082,-24,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-79,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-4306,-11,-1785,-106,-299082,-102,-18,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-73,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-299082,-4304,-2,-1783,-99,-299082,-98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:37 GMT-0700 (PDT),299084,-26,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-2,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-4308,-13,-1787,-108,-299084,-104,-20,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-75,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-299084,-4306,-4,-1785,-101,-299084,-100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:38 GMT-0700 (PDT),299085,-27,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-3,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-4309,-14,-1788,-109,-299085,-105,-21,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-76,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-299085,-4307,-5,-1786,-102,-299085,-101,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:39 GMT-0700 (PDT),299086,-28,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-4,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-4310,-15,-1789,-110,-299086,-106,-22,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-77,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-299086,-4308,-6,-1787,-103,-299086,-102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:41 GMT-0700 (PDT),299087,-29,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-5,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-4311,-16,-1790,-111,-299087,-107,-23,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-78,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-299087,-4309,-7,-1788,-104,-299087,-103,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:42 GMT-0700 (PDT),299088,-30,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-6,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-4312,-17,-1791,-112,-299088,-108,-24,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-79,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-299088,-4310,-8,-1789,-105,-299088,-104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:43 GMT-0700 (PDT),299090,-32,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-8,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-4314,-19,-1793,-114,-299090,-110,-26,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-81,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-299090,-4312,-10,-1791,-107,-299090,-106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:44 GMT-0700 (PDT),299091,-33,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-9,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-4315,-20,-1794,-115,-299091,-111,-27,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-82,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-299091,-4313,-11,-1792,-108,-299091,-107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:45 GMT-0700 (PDT),299092,-34,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-10,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-4316,-21,-1795,-116,-299092,-112,-28,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-1,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-299092,-4314,-12,-1793,-109,-299092,-108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:47 GMT-0700 (PDT),299093,-35,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-11,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-4317,-22,-1796,-117,-299093,-113,-29,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-2,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-299093,-4315,-13,-1794,-110,-299093,-109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:48 GMT-0700 (PDT),299094,-36,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-12,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-4318,-23,-1797,-118,-299094,-114,-30,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-3,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-299094,-4316,-14,-1795,-111,-299094,-110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:49 GMT-0700 (PDT),299096,-38,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-14,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-4320,-25,-1799,-120,-299096,-116,-32,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-5,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-299096,-4318,-16,-1797,-113,-299096,-112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:50 GMT-0700 (PDT),299097,-39,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-15,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-4321,-26,-1800,-121,-299097,-117,-33,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-6,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-299097,-4319,-17,-1798,-114,-299097,-113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:51 GMT-0700 (PDT),299098,-40,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-16,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-4322,-27,-1801,-122,-299098,-118,-34,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-7,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-299098,-4320,-18,-1799,-115,-299098,-114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:53 GMT-0700 (PDT),299099,-41,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-17,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-4323,-28,-1802,-123,-299099,-119,-35,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-8,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-299099,-4321,-19,-1800,-116,-299099,-115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:54 GMT-0700 (PDT),299100,-42,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-18,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-4324,-29,-1803,-124,-299100,-120,-36,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-9,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-299100,-4322,-20,-1801,-117,-299100,-116,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:55 GMT-0700 (PDT),299101,-43,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-19,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-4325,-30,-1804,-125,-299101,-121,-37,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-10,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-299101,-4323,-21,-1802,-118,-299101,-117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:56 GMT-0700 (PDT),299103,-45,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-21,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-4327,-32,-1806,-127,-299103,-123,-39,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-12,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-299103,-4325,-23,-1804,-120,-299103,-119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:57 GMT-0700 (PDT),299104,-46,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-22,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-4328,-33,-1807,-128,-299104,-124,-40,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-13,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-299104,-4326,-24,-1805,-121,-299104,-120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:45:59 GMT-0700 (PDT),299105,-47,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-23,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-4329,-34,-1808,-129,-299105,-125,-41,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-14,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-299105,-4327,-25,-1806,-122,-299105,-121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:00 GMT-0700 (PDT),299106,-48,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-24,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-4330,-35,-1809,-130,-299106,-126,-42,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-15,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-299106,-4328,-26,-1807,-123,-299106,-122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:01 GMT-0700 (PDT),299107,-49,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-25,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-4331,-36,-1810,-131,-299107,-127,-43,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-16,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-299107,-4329,-27,-1808,-124,-299107,-123,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:02 GMT-0700 (PDT),299109,-51,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-27,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-4333,-38,-1812,-133,-299109,-129,-45,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-18,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-299109,-4331,-29,-1810,-126,-299109,-125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:03 GMT-0700 (PDT),299110,-52,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-28,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-4334,-39,-1813,-134,-299110,-130,-46,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-19,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-299110,-4332,-30,-1811,-127,-299110,-126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:05 GMT-0700 (PDT),299111,-53,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-29,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-4335,-40,-1814,-135,-299111,-1,-47,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-20,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-299111,-4333,-31,-1812,-128,-299111,-127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:06 GMT-0700 (PDT),299112,-54,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-30,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-4336,-41,-1815,-136,-299112,-2,-48,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-21,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-299112,-4334,-32,-1813,-129,-299112,-128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:07 GMT-0700 (PDT),299114,-56,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-32,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-4338,-43,-1817,-2,-299114,-4,-50,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-23,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-299114,-4336,-34,-1815,-131,-299114,-130,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:08 GMT-0700 (PDT),299115,-57,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-33,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-4339,-44,-1818,-3,-299115,-5,-51,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-24,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-299115,-4337,-35,-1816,-132,-299115,-131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:09 GMT-0700 (PDT),299116,-58,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-34,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-4340,-45,-1819,-4,-299116,-6,-52,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-25,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-299116,-4338,-36,-1817,-133,-299116,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:11 GMT-0700 (PDT),299117,-59,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-35,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-4341,-46,-1820,-5,-299117,-7,-53,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-26,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-299117,-4339,-37,-1818,0,-299117,-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:12 GMT-0700 (PDT),299118,-60,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-36,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-4342,-47,-1821,0,-299118,-8,-54,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-27,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-299118,-4340,-38,-1819,-1,-299118,-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:46:13 GMT-0700 (PDT),299120,-62,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-38,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-4344,-49,-1823,-2,-299120,-10,-56,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-29,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-299120,-4342,-40,-1821,-1,-299120,-5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
