clock,sample,za1,za2,za3,za4,za5,za6,za7,za8,za9,za10,za11,za12,za13,za14,za15,za16,za17,za18,za19,za20,za21,za22,za23,za24,za25,za26,za27,za28,za29,za30,za31,za32,zd1,zd2,zd3,zd4,zd5,zd6,zd7,zd8,zd9,zd10,zd11,zd12,zd13,zd14,zd15,zd16,zd17,zd18,zd19,zd20,zd21,zd22,zd23,zd24,zd25,zd26,zd27,zd28,zd29,zd30,zd31,zd32,pattern1,pattern2,pattern3,pattern4,pattern5,pattern6,pattern7,pattern8
Tue May 03 2016 19:47:18 GMT-0700 (PDT),299184,-126,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-102,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-4408,-113,-1887,-66,-299184,-74,-120,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-93,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-299184,-4406,-104,-1885,-65,-299184,-69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:47:19 GMT-0700 (PDT),299185,-127,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-103,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-4409,-114,-1888,-67,-299185,-75,-121,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-94,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-299185,-4407,-105,-1886,-66,-299185,-70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:47:20 GMT-0700 (PDT),299187,-129,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-105,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-4411,-116,-1890,-69,-299187,-77,-123,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-96,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-299187,-4409,-107,-1888,-68,-299187,-72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue May 03 2016 19:47:21 GMT-0700 (PDT),299188,-130,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-106,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-4412,-117,-1891,-70,-299188,-78,-124,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-97,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-299188,-4410,-108,-1889,-69,-299188,-73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat Apr 02 2016 11:32:16 GMT-0700 (PDT),974617,-58,-974617,-974617,-974617,-974617,-974617,-974617,-974617,-974617,-92715,-974617,-974617,-974617,-974617,-974617,-36,-974617,-974617,-974617,-974617,-974617,-974617,-974617,-974617,-974617,-974617,-1190,-42,-1205,-10,-974617,-16,-54,-974617,-974617,-974617,-974617,-974617,-974617,-974617,-974617,-91235,-974617,-974617,-974617,-974617,-974617,-32,-974617,-974617,-974617,-974617,-974617,-974617,-974617,-974617,-974617,-974617,-1183,-38,-1201,-8,-974617,-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat Apr 02 2016 16:02:40 GMT-0700 (PDT),990841,-53,-990841,-990841,-990841,-990841,-990841,-990841,-990841,-990841,-108939,-990841,-990841,-990841,-990841,-990841,-30,-990841,-990841,-990841,-990841,-990841,-990841,-990841,-990841,-990841,-990841,-261,-34,-203,-5,-990841,-11,-49,-990841,-990841,-990841,-990841,-990841,-990841,-990841,-990841,-107459,-990841,-990841,-990841,-990841,-990841,-26,-990841,-990841,-990841,-990841,-990841,-990841,-990841,-990841,-990841,-990841,-257,-32,-202,-3,-990841,-6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Apr 03 2016 04:48:36 GMT-0700 (PDT),1036796,-72,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-154894,-1036796,-1036796,-1036796,-1036796,-1036796,-46,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-2541,-50,-2592,-1,-1036796,-14,-66,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-153414,-1036796,-1036796,-1036796,-1036796,-1036796,-40,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-1036796,-2539,-47,-2585,-2,-1036796,-9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Apr 03 2016 04:51:06 GMT-0700 (PDT),1036947,-76,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-155045,-1036947,-1036947,-1036947,-1036947,-1036947,-49,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-2692,-57,-2743,-4,-1036947,-17,-71,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-153565,-1036947,-1036947,-1036947,-1036947,-1036947,-42,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-1036947,-2690,-54,-2736,-2,-1036947,-9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Apr 03 2016 04:54:16 GMT-0700 (PDT),1037136,-65,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-155234,-1037136,-1037136,-1037136,-1037136,-1037136,-38,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-2881,-49,-2932,-8,-1037136,-13,-60,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-153754,-1037136,-1037136,-1037136,-1037136,-1037136,-32,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-1037136,-2879,-43,-2925,-2,-1037136,-8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Apr 03 2016 04:56:09 GMT-0700 (PDT),1037250,-47,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-155348,-1037250,-1037250,-1037250,-1037250,-1037250,-27,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-2995,-30,-3046,-1,-1037250,-9,-42,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-153868,-1037250,-1037250,-1037250,-1037250,-1037250,-24,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-1037250,-2993,-27,-3039,-2,-1037250,-5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sun Apr 03 2016 04:58:38 GMT-0700 (PDT),1037399,-89,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-155497,-1037399,-1037399,-1037399,-1037399,-1037399,-48,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-3144,-58,-3195,-1,-1037399,-19,-84,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-154017,-1037399,-1037399,-1037399,-1037399,-1037399,-43,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-1037399,-3142,-55,-3188,-3,-1037399,-8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mon Apr 04 2016 09:18:00 GMT-0700 (PDT),1139360,-36,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-257458,-1139360,-1139360,-1139360,-1139360,-1139360,-21,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-459,-24,-587,0,-1139360,-4,-33,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-255978,-1139360,-1139360,-1139360,-1139360,-1139360,-18,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-1139360,-458,-21,-582,-1,-1139360,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mon Apr 04 2016 09:19:20 GMT-0700 (PDT),1139441,-41,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-257539,-1139441,-1139441,-1139441,-1139441,-1139441,-25,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-540,-27,-668,-1,-1139441,-6,-37,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-256059,-1139441,-1139441,-1139441,-1139441,-1139441,-21,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-1139441,-539,-25,-663,-2,-1139441,-2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mon Apr 04 2016 09:20:39 GMT-0700 (PDT),1139519,-39,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-257617,-1139519,-1139519,-1139519,-1139519,-1139519,-24,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-618,-26,-746,-1,-1139519,-6,-36,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-256137,-1139519,-1139519,-1139519,-1139519,-1139519,-21,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-1139519,-617,-24,-741,-2,-1139519,-2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mon Apr 04 2016 13:00:20 GMT-0700 (PDT),1152701,-72,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-270799,-1152701,-1152701,-1152701,-1152701,-1152701,-53,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-240,-58,-259,-13,-1152701,-25,-69,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-269319,-1152701,-1152701,-1152701,-1152701,-1152701,-46,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-1152701,-237,-55,-255,-11,-1152701,-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mon Apr 04 2016 13:34:13 GMT-0700 (PDT),1154733,-67,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-272831,-1154733,-1154733,-1154733,-1154733,-1154733,-48,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1710,-55,-266,-15,-1154733,-24,-63,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-271351,-1154733,-1154733,-1154733,-1154733,-1154733,-42,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1154733,-1707,-48,-261,-13,-1154733,-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mon Apr 04 2016 16:00:35 GMT-0700 (PDT),1163515,-48,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-281613,-1163515,-1163515,-1163515,-1163515,-1163515,-26,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-7670,-40,-7690,-1,-1163515,-7,-46,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-280133,-1163515,-1163515,-1163515,-1163515,-1163515,-23,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-1163515,-7668,-29,-7688,-2,-1163515,-3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mon Apr 04 2016 16:11:22 GMT-0700 (PDT),1164163,-66,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-282261,-1164163,-1164163,-1164163,-1164163,-1164163,-44,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-8318,-52,-8338,-13,-1164163,-22,-59,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-280781,-1164163,-1164163,-1164163,-1164163,-1164163,-38,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-1164163,-8316,-42,-8336,-11,-1164163,-17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mon Apr 04 2016 16:12:57 GMT-0700 (PDT),1164257,-46,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-282355,-1164257,-1164257,-1164257,-1164257,-1164257,-31,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-8412,-39,-8432,-2,-1164257,-9,-45,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-280875,-1164257,-1164257,-1164257,-1164257,-1164257,-24,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-1164257,-8410,-31,-8430,-1,-1164257,-4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mon Apr 04 2016 16:14:24 GMT-0700 (PDT),1164344,-42,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-282442,-1164344,-1164344,-1164344,-1164344,-1164344,-27,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-8499,-35,-8519,-7,-1164344,-8,-40,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-280962,-1164344,-1164344,-1164344,-1164344,-1164344,-23,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-1164344,-8497,-26,-8517,0,-1164344,-3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mon Apr 04 2016 16:15:52 GMT-0700 (PDT),1164432,-44,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-282530,-1164432,-1164432,-1164432,-1164432,-1164432,-28,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-8587,-37,-8607,-3,-1164432,-7,-43,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-281050,-1164432,-1164432,-1164432,-1164432,-1164432,-23,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-1164432,-8585,-28,-8605,-1,-1164432,-2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mon Apr 04 2016 16:17:16 GMT-0700 (PDT),1164516,-41,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-282614,-1164516,-1164516,-1164516,-1164516,-1164516,-26,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-8671,-34,-8691,0,-1164516,-6,-40,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-281134,-1164516,-1164516,-1164516,-1164516,-1164516,-22,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-1164516,-8669,-26,-8689,-1,-1164516,-2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mon Apr 04 2016 16:18:40 GMT-0700 (PDT),1164601,-43,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-282699,-1164601,-1164601,-1164601,-1164601,-1164601,-28,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-8756,-36,-8776,-6,-1164601,-7,-42,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-281219,-1164601,-1164601,-1164601,-1164601,-1164601,-24,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-1164601,-8754,-28,-8774,-2,-1164601,-3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tue Apr 12 2016 19:08:02 GMT-0700 (PDT),1865963,-1066,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-984061,-1865963,-1865963,-1865963,-1865963,-1865963,-691,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-788,-696,-806,-101,-1865963,-664,-1061,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-982581,-1865963,-1865963,-1865963,-1865963,-1865963,-685,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-1865963,-786,-689,-804,-99,-1865963,-659,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Thu Apr 14 2016 19:25:30 GMT-0700 (PDT),2039810,-57,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-34,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-45,-2039810,-2,-2039810,-12,-52,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-29,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-2039810,-38,-2039810,0,-2039810,-7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 17:43:30 GMT-0700 (PDT),637357,-560,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-544,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-4477,-8,-598,-6,-637357,-8,-494,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-339,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-637357,-4472,-6,-594,-2,-637357,-3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 17:44:00 GMT-0700 (PDT),637387,-590,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-574,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-4507,-18,-628,-11,-637387,-13,-524,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-369,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-637387,-4502,-14,-624,-7,-637387,-8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 17:44:22 GMT-0700 (PDT),637408,-611,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-595,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-4528,-39,-649,0,-637408,-7,-545,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-390,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-637408,-4523,-35,-645,-1,-637408,-2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 17:44:59 GMT-0700 (PDT),637445,-648,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-632,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-4565,-76,-686,-11,-637445,-13,-582,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-427,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-637445,-4560,-72,-682,-6,-637445,-8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:03:17 GMT-0700 (PDT),638543,-1746,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-1730,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-5663,-486,-1013,-1,-638543,-6,-1680,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-1525,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-638543,-5658,-484,-1011,-2,-638543,-1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:03:39 GMT-0700 (PDT),638565,-1768,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-1752,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-5685,-508,-1035,-1,-638565,-9,-1702,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-1547,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-638565,-5680,-506,-1033,-2,-638565,-4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:03:59 GMT-0700 (PDT),638586,-1789,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-1773,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-5706,-529,-1056,-2,-638586,-9,-1723,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-1568,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-638586,-5701,-527,-1054,0,-638586,-5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:04:20 GMT-0700 (PDT),638607,-1810,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-1794,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-5727,-550,-1077,-7,-638607,-8,-1744,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-1589,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-638607,-5722,-548,-1075,-13,-638607,-4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:04:41 GMT-0700 (PDT),638627,-1830,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-1814,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-5747,-570,-1097,-7,-638627,-9,-1764,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-1609,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-638627,-5742,-568,-1095,0,-638627,-4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:05:36 GMT-0700 (PDT),638682,-1885,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-1869,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-5802,-25,-1152,-1,-638682,-6,-1819,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-1664,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-638682,-5797,-23,-1150,0,-638682,-2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:05:52 GMT-0700 (PDT),638698,-1901,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-1885,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-5818,-41,-1168,-1,-638698,-6,-1835,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-1680,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-638698,-5813,-39,-1166,0,-638698,-2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:06:07 GMT-0700 (PDT),638714,-1917,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-1901,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-5834,-57,-1184,-4,-638714,-6,-1851,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-1696,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-638714,-5829,-55,-1182,-8,-638714,-2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:16:28 GMT-0700 (PDT),639335,-2538,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-2522,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-6455,-200,-1805,-2,-639335,-171,-2472,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-2317,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-639335,-6450,-198,-1803,0,-639335,-166,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:16:34 GMT-0700 (PDT),639340,-2543,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-2527,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-6460,-205,-1810,0,-639340,-176,-2477,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-2322,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-639340,-6455,-203,-1808,-1,-639340,-171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sat May 07 2016 18:16:43 GMT-0700 (PDT),639349,-2552,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-2536,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-6469,-214,-1819,-1,-639349,-185,-2486,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-2331,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-639349,-6464,-212,-1817,-2,-639349,-180,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
